_Name protein
144204436 4agq
144207592 3zme
144211211 5g4o
144209762 4agq
144211779 4agq
144207437 4agq
144204810 3zme
144213596 4ago
144212999 4ago
144206338 3zme
144209587 5g4o
144211285 3zme
144211952 2vuk
144212738 4agq
144205030 5o1i
144209530 3zme
144212196 5o1i
144207288 4ago
144208332 4ago
144205193 3zme
144205261 5o1i
144206800 3zme
144210743 3zme
144213212 4ago
144209532 3zme
144207615 5o1i
144212264 5o1i
144211757 3zme
144204094 3zme
144203799 4agq
144213842 4agq
144206899 4ago
144211637 5o1i
144205792 4ago
144204595 4ago
144203830 3zme
144206715 4ago
144211715 2vuk
144207768 5g4o
144209282 3zme
144213619 2vuk
144210493 2vuk
144203637 4ago
144205226 2vuk
144206548 3zme
144212409 5g4o
144212328 2vuk
144210126 2vuk
144211919 4agq
144205219 4ago
144209215 2vuk
144206162 4ago
144213361 5o1i
144212637 5g4o
144211385 3zme
144205966 5g4o
144207378 5g4o
144209471 4ago
144211444 4agq
144211354 5o1i
144210892 2vuk
144210336 4agq
144204240 5g4o
144205999 4ago
144204299 5g4o
144205718 5g4o
144204793 4ago
144211148 3zme
144207318 5g4o
144213147 5g4o
144206741 4ago
144206213 3zme
144208082 4ago
144212259 3zme
144205719 4ago
144204660 5o1i
144203812 4ago
144209217 4agq
144205360 5g4o
144206986 5o1i
144208233 3zme
144206528 4agq
144203618 5o1i
144211079 4ago
144205897 4agq
144203883 4agq
144210134 4ago
144204116 4ago
144205793 5g4o
144208309 4ago
144209296 4ago
144204256 3zme
144205116 2vuk
144206287 4agq
144206567 5o1i
144212498 5g4o
144208391 5o1i
144206825 5o1i
144206737 4ago
144211569 5g4o
144207192 3zme
144203675 3zme
144205088 4ago
144208830 3zme
144211475 4ago
144207559 3zme
144207304 4agq
144205040 4agq
144208231 4ago
144210340 5o1i
144206457 3zme
144204630 3zme
144205960 4ago
144213372 2vuk
144208599 4ago
144205323 5g4o
144205819 2vuk
144206606 4ago
144205929 4agq
144204291 2vuk
144212645 2vuk
144204816 3zme
144207960 2vuk
144204524 5o1i
144209015 4ago
144207884 5o1i
144206192 5g4o
144204058 4ago
144212377 4agq
144211191 4ago
144207406 3zme
144212062 2vuk
144208745 5g4o
144208254 3zme
144212718 5o1i
144206371 3zme
144211050 4agq
144203650 4ago
144203907 2vuk
144204544 5g4o
144209265 5g4o
144212769 4ago
144210507 5g4o
144203661 4agq
144205811 5g4o
144207751 5o1i
144207277 4agq
144204430 5g4o
144208394 5g4o
144205139 4agq
144204521 3zme
144203626 5o1i
144205407 5g4o
144203666 4ago
144212913 5g4o
144208801 3zme
144211899 4agq
144204328 5g4o
144205197 4ago
144203848 4ago
144203708 4ago
144212223 2vuk
144211420 3zme
144204534 5g4o
144212989 5o1i
144206266 3zme
144206568 2vuk
144206705 4ago
144203991 4ago
144205762 2vuk
144204252 4ago
144207165 5o1i
144211764 4agq
144208863 5o1i
144204935 4agq
144208248 5g4o
144211630 5g4o
144206356 5g4o
144211581 4ago
144208945 5o1i
144205374 4agq
144207151 5o1i
144205460 4agq
144204136 3zme
144209485 2vuk
144208014 3zme
144204123 2vuk
144205505 3zme
144212369 5g4o
144204481 5o1i
144210558 4ago
144211480 5g4o
144207846 3zme
144211218 5o1i
144206437 5g4o
144212071 4agq
144205313 2vuk
144206635 2vuk
144210800 3zme
144204080 3zme
144206164 5g4o
144212569 2vuk
144204947 5g4o
144205826 4ago
144211523 3zme
144210404 5g4o
144209455 3zme
144211547 2vuk
144212635 4agq
144207346 3zme
144203642 4ago
144205676 4ago
144207394 2vuk
144204302 3zme
144208126 2vuk
144204472 2vuk
144212169 4agq
144204132 4agq
144206762 5o1i
144207237 4agq
144210951 5o1i
144212825 4agq
144203726 2vuk
144206036 4agq
144204006 4agq
144207404 4agq
144212370 4agq
144211471 4ago
144211733 4agq
144205125 4agq
144206989 3zme
144204197 2vuk
144207037 5o1i
144207620 3zme
144212078 5g4o
144206602 2vuk
144205063 4agq
144213275 5o1i
144206196 4ago
144212301 5o1i
144203913 4ago
144209611 3zme
144204347 4agq
144212113 2vuk
144204283 4ago
144211916 4agq
144204001 3zme
144208268 5g4o
144208930 4agq
144204491 4agq
144206173 3zme
144206959 2vuk
144206436 2vuk
144212251 2vuk
144206461 5o1i
144206254 3zme
144212606 3zme
144212491 5g4o
144205182 5g4o
144206808 4ago
144208362 5o1i
144204459 5o1i
144209394 4agq
144212282 3zme
144206820 5o1i
144212417 2vuk
144204541 4ago
144205626 5g4o
144208518 2vuk
144205535 2vuk
144204029 4agq
144208537 3zme
144207114 3zme
144210767 5g4o
144212965 5g4o
144212387 5g4o
144206306 2vuk
144207072 4ago
144213123 5o1i
144208989 5o1i
144205687 5g4o
144206637 3zme
144204185 5o1i
144208969 5g4o
144206100 5g4o
144203976 4agq
144213316 5o1i
144208162 2vuk
144205983 4agq
144210180 2vuk
144204565 4agq
144204031 5g4o
144212605 5o1i
144213053 4agq
144206405 3zme
144212117 4agq
144212602 4agq
144203686 5o1i
144206012 4ago
144207308 4agq
144213165 4ago
144203587 4agq
144211810 3zme
144206982 4agq
144207580 5g4o
144212207 4agq
144204440 5g4o
144210793 2vuk
144213004 3zme
144212080 3zme
144206167 4agq
144204542 3zme
144205092 2vuk
144207900 5o1i
144206546 2vuk
144206448 5g4o
144203957 5o1i
144208244 4ago
144210836 4ago
144212634 4ago
144204423 4ago
144204158 3zme
144206129 2vuk
144204294 5o1i
144206562 3zme
144206906 3zme
144206398 4agq
144205123 4agq
144212679 5g4o
144212873 2vuk
144213037 5o1i
144207182 4agq
144206480 4ago
144205645 2vuk
144204824 3zme
144213700 5g4o
144205133 3zme
144213934 4agq
144212406 4ago
144205062 4ago
144207011 4agq
144203990 2vuk
144210677 4ago
144203562 5o1i
144208398 3zme
144211784 5o1i
144206833 2vuk
144205196 5g4o
144210628 4agq
144203766 5o1i
144206979 4ago
144204621 3zme
144207599 4agq
144207272 2vuk
144205156 5o1i
144209720 5g4o
144206846 5o1i
144212195 5g4o
144209760 4ago
144211252 3zme
144210687 5o1i
144211395 5g4o
144207136 5o1i
144207043 3zme
144206156 5g4o
144211035 2vuk
144211925 4ago
144210913 2vuk
144210088 4ago
144213938 4agq
144208307 2vuk
144205314 5g4o
144210734 4agq
144206429 2vuk
144209334 3zme
144212075 5o1i
144204293 2vuk
144203895 5g4o
144205580 3zme
144204897 4ago
144207541 2vuk
144204028 2vuk
144207087 3zme
144213467 2vuk
144205154 4agq
144205115 3zme
144205479 2vuk
144205657 3zme
144208923 4ago
144206250 4agq
144210769 4agq
144212211 5o1i
144203813 4agq
144205764 4agq
144209135 2vuk
144205370 3zme
144211836 3zme
144207685 4ago
144205632 4agq
144206610 4ago
144209864 3zme
144204719 3zme
144206891 4ago
144213511 5o1i
144207118 2vuk
144205915 4ago
144203713 4agq
144205526 2vuk
144208165 2vuk
144203891 4ago
144207179 3zme
144211062 5o1i
144210626 5o1i
144212995 5g4o
144211288 4ago
144204461 5o1i
144212573 4ago
144206638 5g4o
144208971 4ago
144204539 5o1i
144207166 5g4o
144207106 4ago
144206773 2vuk
144207335 2vuk
144206415 3zme
144206453 2vuk
144203944 4ago
144212144 2vuk
144205202 3zme
144204069 4agq
144213417 4ago
144208442 3zme
144212692 4agq
144212514 3zme
144208607 4agq
144206009 4ago
144213345 2vuk
144204085 4ago
144207077 5o1i
144207675 3zme
144205167 2vuk
144210037 3zme
144207669 3zme
144209943 3zme
144205578 5g4o
144204124 4ago
144203809 3zme
144210114 5o1i
144211060 2vuk
144213153 2vuk
144206265 2vuk
144210515 4agq
144212449 4ago
144206648 5o1i
144212267 2vuk
144208919 2vuk
144206651 5g4o
144204438 4agq
144206946 5o1i
144206002 4ago
144208180 3zme
144206688 5g4o
144206435 4ago
144204343 4agq
144213452 2vuk
144212683 5g4o
144212830 2vuk
144206062 4agq
144205509 4ago
144207089 2vuk
144207628 5g4o
144209197 4agq
144205663 4ago
144205733 4ago
144205726 5o1i
144204187 3zme
144212008 5g4o
144205252 4ago
144204305 2vuk
144205971 4agq
144203758 5g4o
144205397 5o1i
144203864 3zme
144211043 3zme
144204385 3zme
144204225 5o1i
144213432 5g4o
144210073 4agq
144204485 4agq
144203970 4ago
144205356 4agq
144209224 5g4o
144206827 5g4o
144206399 5g4o
144209013 3zme
144212163 3zme
144205034 4ago
144204846 4ago
144206112 5g4o
144209018 4ago
144206596 4agq
144205235 4agq
144209761 4agq
144212689 3zme
144213092 5g4o
144203585 3zme
144210976 5o1i
144204838 3zme
144204038 2vuk
144212898 4ago
144205027 4ago
144204090 4agq
144206386 4ago
144204153 3zme
144210044 5o1i
144205805 5o1i
144209298 4agq
144205799 4ago
144210900 2vuk
144203689 3zme
144207343 5g4o
144207764 2vuk
144205576 4agq
144209863 5o1i
144205060 2vuk
144210053 4agq
144205326 5o1i
144204146 4ago
144205010 5g4o
144206537 3zme
144211724 3zme
144211376 4ago
144209155 4agq
144207040 4ago
144210748 2vuk
144211428 2vuk
144203924 3zme
144206550 2vuk
144211201 4agq
144213102 4agq
144207998 4ago
144203571 5g4o
144203590 3zme
144212470 3zme
144207874 3zme
144207922 2vuk
144209766 5g4o
144204528 4ago
144207621 3zme
144205596 5g4o
144205410 5o1i
144208815 4ago
144205315 5o1i
144204279 5g4o
144204934 5g4o
144207453 3zme
144211911 3zme
144210615 2vuk
144212972 5o1i
144203841 4agq
144204442 4ago
144206980 4agq
144204863 5o1i
144206831 2vuk
144212963 5o1i
144212281 3zme
144203989 5g4o
144211429 4ago
144213282 3zme
144209325 5o1i
144207781 5o1i
144203765 3zme
144212129 4ago
144204138 3zme
144205199 5o1i
144206239 3zme
144212655 3zme
144204106 2vuk
144206101 4ago
144212035 5o1i
144206205 4ago
144204513 5g4o
144203984 5o1i
144212657 4ago
144204957 4ago
144204358 3zme
144208337 5o1i
144203961 5g4o
144205581 2vuk
144209114 4agq
144206852 4ago
144212574 4agq
144205717 4ago
144211410 5g4o
144210758 2vuk
144204226 5o1i
144209409 3zme
144205304 3zme
144213311 5g4o
144211892 4ago
144206440 5o1i
144204471 5o1i
144208805 5o1i
144208701 4ago
144210616 2vuk
144212910 5g4o
144210075 4ago
144206563 5o1i
144212394 5o1i
144204168 4ago
144203817 3zme
144207761 3zme
144206756 4ago
144213556 5g4o
144212065 5o1i
144212372 2vuk
144213065 5o1i
144209267 2vuk
144206188 5g4o
144207154 5g4o
144212694 4agq
144205428 3zme
144211744 4agq
144204770 5g4o
144204278 5o1i
144205121 3zme
144206775 3zme
144206716 3zme
144212700 2vuk
144204754 5o1i
144209570 5o1i
144203696 3zme
144208241 3zme
144203859 3zme
144203917 5o1i
144206924 5o1i
144204417 5g4o
144207482 3zme
144204829 4ago
144208017 2vuk
144205134 5g4o
144204391 2vuk
144211623 5g4o
144210470 2vuk
144207162 3zme
144206706 5o1i
144212066 5o1i
144205611 4ago
144206767 5o1i
144208760 4ago
144204841 5o1i
144209861 4agq
144211825 2vuk
144210859 3zme
144207639 2vuk
144203630 4agq
144204977 3zme
144206895 5o1i
144210076 4ago
144210932 4agq
144206628 2vuk
144208785 4agq
144213533 5o1i
144209402 5g4o
144211826 4agq
144204848 5o1i
144206413 3zme
144204045 5o1i
144203744 4agq
144207363 2vuk
144211130 5o1i
144206454 5g4o
144206377 4ago
144204184 5o1i
144210801 5g4o
144205376 2vuk
144204115 2vuk
144212015 2vuk
144203749 5o1i
144207126 5o1i
144212025 2vuk
144209496 3zme
144208468 5g4o
144205908 5o1i
144206616 4ago
144204737 3zme
144213342 3zme
144208950 3zme
144204561 2vuk
144206534 4agq
144213884 5g4o
144208853 4agq
144209206 2vuk
144204236 4ago
144203911 4agq
144206510 5g4o
144206171 3zme
144205589 5g4o
144205074 5g4o
144206438 3zme
144209364 5o1i
144204943 5o1i
144211139 4agq
144211659 2vuk
144206697 4agq
144204592 4agq
144205270 2vuk
144203680 3zme
144205256 5g4o
144208635 4ago
144210514 2vuk
144208212 2vuk
144211861 3zme
144210998 4ago
144204799 4agq
144204448 3zme
144209866 3zme
144203814 4agq
144211910 5o1i
144213577 4ago
144211881 2vuk
144205998 5g4o
144208470 4agq
144204762 5g4o
144204101 4agq
144210427 5g4o
144205104 4ago
144204219 5o1i
144211717 5g4o
144205571 2vuk
144212092 4ago
144212354 2vuk
144211928 4agq
144204834 5g4o
144205441 2vuk
144204144 5g4o
144211150 3zme
144204598 4ago
144207946 2vuk
144212578 4ago
144206854 4ago
144212180 3zme
144204765 5o1i
144206845 2vuk
144213559 4ago
144208339 3zme
144205075 2vuk
144205090 4ago
144204242 5g4o
144212055 5g4o
144205412 3zme
144204165 4agq
144207054 4ago
144206960 2vuk
144211133 3zme
144204779 4ago
144207130 5o1i
144211177 3zme
144204394 3zme
144205745 5g4o
144204739 5g4o
144212671 4ago
144204282 5o1i
144204809 4agq
144211516 5o1i
144208099 5g4o
144206189 5o1i
144203723 3zme
144207059 5o1i
144211378 5o1i
144209150 4ago
144205683 4ago
144204154 5o1i
144207961 2vuk
144214026 4agq
144204271 5o1i
144213304 5o1i
144204310 5g4o
144206696 2vuk
144204239 5o1i
144208068 5g4o
144208308 2vuk
144204102 5g4o
144212585 3zme
144203738 2vuk
144205128 2vuk
144206259 5g4o
144212751 4agq
144203711 2vuk
144206082 5o1i
144205815 5g4o
144210895 4agq
144204076 5g4o
144206830 4ago
144204744 2vuk
144207879 4agq
144205917 2vuk
144205232 5o1i
144203644 2vuk
144206684 5o1i
144206520 4ago
144210732 3zme
144210510 4agq
144204008 4ago
144205141 2vuk
144206757 4agq
144207507 5o1i
144213444 2vuk
144203792 3zme
144203932 3zme
144203979 4agq
144211073 3zme
144206209 2vuk
144204052 3zme
144209077 4agq
144208973 5o1i
144205336 2vuk
144206216 2vuk
144205590 5g4o
144203849 4agq
144203573 5g4o
144204357 5o1i
144213163 5g4o
144204366 4agq
144205404 4agq
144206430 3zme
144205332 5g4o
144210494 4ago
144209012 4ago
144209638 2vuk
144206416 5g4o
144212467 5o1i
144212269 3zme
144212888 3zme
144203899 4agq
144204130 5o1i
144205813 5o1i
144203576 5g4o
144203794 3zme
144206412 3zme
144205391 4ago
144206197 2vuk
144207783 3zme
144204818 4ago
144206373 3zme
144204978 5o1i
144205883 5g4o
144203652 5o1i
144203918 5g4o
144211095 5o1i
144211821 5o1i
144211981 4agq
144211828 3zme
144212132 3zme
144213383 2vuk
144205655 5g4o
144212466 5g4o
144206943 4ago
144203956 4agq
144211908 3zme
144213244 3zme
144211789 4agq
144205382 4agq
144204989 4ago
144207456 2vuk
144205809 4ago
144205895 3zme
144207065 3zme
144210774 4agq
144207280 3zme
144213646 5o1i
144211329 4agq
144212528 3zme
144204120 4ago
144205048 5o1i
144205025 4ago
144205268 2vuk
144211939 3zme
144205359 4ago
144203790 3zme
144211629 4ago
144204329 3zme
144207325 2vuk
144212774 4ago
144205215 5g4o
144209321 4agq
144206889 2vuk
144206145 2vuk
144209171 4ago
144212896 5g4o
144205864 3zme
144209093 3zme
144205530 2vuk
144206434 4ago
144203982 5g4o
144206615 4agq
144203941 3zme
144205358 5o1i
144212801 4ago
144206682 2vuk
144203759 3zme
144204381 3zme
144205011 3zme
144205257 3zme
144204019 5o1i
144210869 4agq
144205822 4ago
144206084 3zme
144211904 5o1i
144208429 5o1i
144204671 4agq
144205958 5g4o
144205265 3zme
144204254 3zme
144205959 2vuk
144204119 4agq
144203974 4ago
144204443 4ago
144204233 5o1i
144206991 3zme
144205124 4agq
144208858 5o1i
144204648 5g4o
